STATION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,,,
ERIOP,1939,88,124,39,23,0,0,209,299,179,69,97,51,,,
FLORI,1939,148,235,34,65,0,7,209,432,228,82,202,88,,,
FORES,1939,124,179,27,51,0,1,189,389,208,109,160,74,,,
GRARI,1939,38,120,17,24,0,23,295,416,156,56,26,62,,,
HUERF,1939,90,114,39,24,0,6,121,338,162,97,126,58,,,
HUGHE,1939,-9999,-9999,-9999,-9999,-9999,-9999,231,240,144,38,16,43,,,
LIMST,1939,-9999,-9999,-9999,-9999,-9999,-9999,84,204,138,104,108,56,,,
MUHLE,1939,51,127,21,49,0,0,271,377,219,63,62,53,,,
NE,1939,66,97,30,26,0,142,130,413,139,62,70,54,,,
NW,1939,35,103,12,32,0,39,236,283,125,50,23,42,,,
PARKE,1939,95,178,31,55,0,0,291,362,130,108,117,58,,,
ROAD,1939,72,136,24,29,0,0,265,373,119,72,95,61,,,
ROBIN,1939,65,204,45,47,0,0,390,401,238,99,103,68,,,
RODEN,1939,61,143,24,25,0,0,218,397,137,77,101,71,,,
RUELA,1939,48,129,38,30,0,28,217,314,300,63,140,68,,,
SW,1939,58,120,22,22,0,0,224,198,161,57,39,59,,,
WATRE,1939,72,134,25,28,0,0,282,345,148,59,87,60,,,
WHITE,1939,96,156,22,20,0,0,175,273,307,95,151,70,,,
130,1940,14,191,0,12,13,216,219,200,443,51,101,221,,,
131,1940,33,206,0,29,14,235,169,302,202,42,101,222,,,
149,1940,10,196,0,28,4,172,132,308,394,80,98,318,,,
152,1940,24,222,0,26,10,242,318,146,406,62,108,242,,,
155,1940,5,156,0,12,20,234,110,340,166,58,78,278,,,
161,1940,18,190,0,12,20,244,138,284,292,74,84,260,,,
163,1940,26,188,0,10,6,200,128,278,283,68,72,268,,,
164,1940,26,178,0,14,6,174,162,262,294,74,96,272,,,
166,1940,20,228,0,16,2,252,316,326,392,74,118,266,,,
169,1940,10,222,0,22,0,240,344,306,630,84,130,312,,,
18,1940,11,195,0,35,12,194,334,236,412,68,109,211,,,
184,1940,34,234,0,34,18,222,134,380,268,54,82,244,,,
185,1940,32,210,0,32,10,224,198,358,168,44,100,256,,,
187,1940,26,202,0,16,14,210,152,338,136,54,106,320,,,
188,1940,28,194,0,16,6,264,204,396,220,52,72,278,,,
191,1940,22,218,0,12,0,182,196,260,394,68,104,288,,,
192,1940,22,232,0,14,0,190,254,344,480,74,128,304,,,
45,1940,12,194,0,16,12,218,205,324,339,51,101,262,,,
BOX,1940,15,203,0,12,12,238,218,132,440,56,107,249,,,
CHOLL,1940,22,188,0,12,3,160,166,276,330,66,102,280,,,
DESGR,1940,19,253,4,31,21,259,209,297,539,68,90,212,,,
DESRI,1940,15,188,0,18,4,181,102,346,343,66,104,280,,,
DESST,1940,21,189,0,10,12,199,184,211,232,74,73,231,,,
ERIOP,1940,11,195,0,9,5,207,207,251,315,72,101,299,,,
FLORI,1940,70,307,20,68,33,266,228,267,492,41,177,315,,,
FORES,1940,20,275,12,41,20,257,203,258,470,72,113,243,,,
GRARI,1940,11,180,4,22,23,284,279,350,256,76,48,263,,,
HUERF,1940,8,187,0,15,6,193,186,238,250,56,130,330,,,
HUGHE,1940,9,185,0,12,22,230,127,259,220,56,73,252,,,
LIMST,1940,8,214,0,14,0,184,272,226,414,68,104,298,,,
MUHLE,1940,11,183,0,21,2,205,126,176,227,59,100,310,,,
NE,1940,19,186,0,10,2,149,154,234,253,81,112,291,,,
NW,1940,16,181,0,24,10,203,236,383,333,93,58,231,,,
PARKE,1940,22,219,0,37,2,235,389,155,546,76,125,235,,,
ROAD,1940,29,197,0,21,13,235,193,312,207,44,99,232,,,
ROBIN,1940,18,254,0,29,5,268,473,275,466,40,165,250,,,
RODEN,1940,21,175,0,33,11,241,171,149,279,46,104,280,,,
RUELA,1940,5,235,0,24,17,279,394,372,451,55,161,272,,,
SW,1940,26,225,0,18,15,243,145,349,154,81,96,332,,,
WATRE,1940,29,191,0,21,6,218,192,256,206,53,86,260,,,
WHITE,1940,46,282,0,33,9,224,190,138,285,62,102,231,,,
130,1941,96,144,106,122,22,0,325,272,311,53,9,188,,,
131,1941,66,158,112,118,71,0,191,231,239,19,12,196,,,
149,1941,88,156,140,138,56,-9999,312,152,310,34,8,224,,,
152,1941,146,140,106,130,22,-9999,348,210,312,72,22,212,,,
155,1941,58,156,102,128,28,-9999,296,168,228,42,10,186,,,
161,1941,68,152,112,124,60,-9999,181,260,240,34,16,202,,,
163,1941,72,138,130,132,76,-9999,148,226,234,18,18,214,,,
164,1941,80,136,128,164,46,-9999,126,270,236,34,18,218,,,
166,1941,104,128,124,144,44,-9999,262,156,406,40,10,196,,,
169,1941,152,158,134,156,60,-9999,188,214,280,40,16,184,,,
18,1941,175,153,102,131,45,3,255,163,274,48,20,178,,,
184,1941,82,166,104,156,90,-9999,176,328,244,36,14,244,,,
185,1941,70,174,104,134,68,-9999,130,288,256,16,16,216,,,
187,1941,58,162,120,148,20,-9999,152,288,274,0,10,192,,,
188,1941,76,160,98,138,30,-9999,230,432,210,62,38,192,,,
191,1941,108,138,130,150,32,8,280,162,356,48,18,216,,,
192,1941,120,136,158,162,42,4,270,122,344,36,14,232,,,
45,1941,86,149,119,123,11,0,347,242,264,49,11,181,,,
BOX,1941,120,137,101,135,17,0,241,242,326,57,12,198,,,
CHOLL,1941,94,122,130,152,64,0,164,162,270,96,5,204,,,
DESGR,1941,128,138,113,144,72,0,414,232,347,115,22,237,,,
DESRI,1941,92,135,127,166,75,0,148,215,143,55,7,202,,,
DESST,1941,71,141,113,114,70,0,165,310,222,49,41,196,,,
ERIOP,1941,90,134,133,136,33,0,305,192,357,47,11,180,,,
FLORI,1941,221,227,132,144,84,5,329,290,299,33,56,372,,,
FORES,1941,182,176,133,177,75,0,372,207,275,146,27,217,,,
GRARI,1941,68,168,85,155,78,0,188,275,216,90,36,199,,,
HUERF,1941,123,156,142,171,17,0,216,195,392,37,8,203,,,
HUGHE,1941,70,147,102,115,33,0,228,207,225,65,19,187,,,
LIMST,1941,118,128,146,152,22,12,262,138,356,54,8,208,,,
MUHLE,1941,74,145,144,135,40,0,282,151,270,26,7,201,,,
NE,1941,97,141,146,140,30,0,207,296,262,78,18,202,,,
NW,1941,72,166,116,125,47,0,152,238,166,40,36,191,,,
PARKE,1941,194,178,132,119,48,0,334,207,314,130,38,218,,,
ROAD,1941,70,149,112,141,41,0,187,181,306,29,13,198,,,
ROBIN,1941,219,185,109,136,94,2,300,233,338,86,23,208,,,
RODEN,1941,77,139,112,122,32,0,187,193,296,19,11,197,,,
RUELA,1941,172,154,121,142,46,16,194,130,288,40,26,195,,,
SW,1941,66,161,107,132,41,0,331,217,295,31,9,184,,,
WATRE,1941,70,141,109,127,91,0,193,185,303,26,10,196,,,
WHITE,1941,101,172,127,160,72,0,193,253,281,114,20,284,,,
130,1942,85,105,26,91,-9999,-9999,195,148,233,81,0,20,,,
131,1942,85,93,25,79,-9999,-9999,222,246,149,52,0,10,,,
149,1942,78,152,20,78,-9999,-9999,204,188,222,60,0,20,,,
152,1942,90,124,18,92,-9999,-9999,136,148,220,104,0,16,,,
155,1942,82,110,16,72,-9999,-9999,420,134,58,55,0,10,,,
161,1942,80,112,21,76,-9999,-9999,340,140,70,40,0,12,,,
163,1942,80,108,26,-9999,-9999,-9999,200,180,146,42,0,16,,,
164,1942,76,104,30,60,-9999,-9999,136,164,144,40,0,20,,,
166,1942,78,126,22,68,-9999,-9999,286,270,352,103,0,16,,,
169,1942,104,150,23,-9999,-9999,-9999,356,280,40,104,0,26,,,
18,1942,119,126,25,92,-9999,-9999,244,248,234,55,0,10,,,
184,1942,98,96,18,100,-9999,-9999,344,308,168,67,0,8,,,
185,1942,94,88,16,86,-9999,-9999,258,210,8,41,0,15,,,
187,1942,88,102,20,68,-9999,-9999,254,306,66,36,0,12,,,
188,1942,88,114,20,64,-9999,-9999,258,410,94,46,0,15,,,
191,1942,84,116,34,94,-9999,-9999,190,280,116,66,0,18,,,
192,1942,78,124,34,60,-9999,-9999,208,254,144,64,0,14,,,
45,1942,78,112,19,83,-9999,-9999,210,210,185,70,0,14,,,
BOX,1942,87,112,18,84,-9999,-9999,196,200,194,92,0,20,,,
CHOLL,1942,80,112,28,-9999,-9999,-9999,246,274,122,90,0,14,,,
DESGR,1942,123,103,26,126,0,0,256,222,196,127,0,26,,,
DESRI,1942,83,113,24,70,-9999,-9999,193,222,221,97,0,10,,,
DESST,1942,73,109,28,55,-9999,-9999,129,132,76,28,0,20,,,
ERIOP,1942,82,130,21,75,-9999,-9999,210,184,223,54,0,18,,,
FLORI,1942,137,167,55,142,-9999,0,236,405,346,105,0,25,,,
FORES,1942,117,151,24,128,0,0,235,317,329,116,0,16,,,
GRARI,1942,100,106,20,64,0,0,311,370,63,38,0,18,,,
HUERF,1942,85,152,22,86,-9999,-9999,198,208,198,45,0,13,,,
HUGHE,1942,82,102,16,-9999,-9999,-9999,290,219,41,49,0,10,,,
LIMST,1942,80,124,22,124,-9999,-9999,224,212,174,46,0,10,,,
MUHLE,1942,79,133,14,78,-9999,-9999,230,198,52,120,0,9,,,
NE,1942,79,114,30,83,-9999,-9999,200,260,104,72,0,18,,,
NW,1942,64,104,26,60,-9999,-9999,100,198,50,23,0,4,,,
PARKE,1942,101,144,24,127,0,0,146,231,446,183,0,20,,,
ROAD,1942,85,95,25,77,-9999,-9999,170,252,194,55,0,14,,,
ROBIN,1942,-9999,140,24,110,-9999,-9999,145,260,296,165,0,22,,,
RODEN,1942,84,105,20,70,-9999,-9999,166,171,156,61,0,12,,,
RUELA,1942,113,156,20,95,-9999,-9999,368,261,259,140,0,15,,,
SW,1942,87,115,21,79,-9999,-9999,255,245,70,47,0,14,,,
WATRE,1942,83,93,21,84,-9999,-9999,193,245,192,81,0,8,,,
WHITE,1942,110,131,23,108,-9999,-9999,358,370,261,112,0,12,,,
130,1943,102,9,83,0,0,10,255,344,199,85,0,60,,,
131,1943,115,0,69,0,0,12,234,332,161,49,0,52,,,
149,1943,88,5,97,0,0,10,242,390,216,90,0,60,,,
152,1943,73,12,106,0,0,6,340,456,134,110,0,86,,,
155,1943,90,4,96,0,0,20,250,328,134,28,0,50,,,
161,1943,38,6,90,0,0,20,226,326,182,54,0,70,,,
163,1943,66,3,76,0,0,14,270,266,242,56,0,70,,,
164,1943,42,3,72,0,0,8,226,212,226,66,0,72,,,
166,1943,67,9,134,0,0,8,244,472,132,84,0,70,,,
169,1943,98,8,153,0,0,18,170,460,140,94,0,90,,,
18,1943,162,7,113,0,0,27,279,306,145,115,0,89,,,
184,1943,130,9,73,0,0,6,252,516,168,44,0,56,,,
185,1943,108,7,71,0,0,8,216,504,134,42,0,60,,,
187,1943,124,8,74,0,0,9,266,530,104,22,0,48,,,
188,1943,116,6,70,0,0,12,296,448,94,10,0,88,,,
191,1943,62,7,119,0,0,14,156,378,122,64,0,83,,,
192,1943,68,6,112,0,0,8,250,400,134,78,0,84,,,
45,1943,121,5,91,0,0,9,224,544,199,82,0,57,,,
BOX,1943,138,2,101,0,0,4,295,403,167,79,0,73,,,
CHOLL,1943,56,0,104,0,0,8,142,250,194,88,0,70,,,
DESGR,1943,160,14,110,0,4,8,331,594,192,104,0,70,,,
DESRI,1943,76,0,106,0,0,9,216,227,185,86,0,78,,,
DESST,1943,71,6,48,0,0,32,267,266,156,35,0,70,,,
ERIOP,1943,107,13,108,0,0,6,355,402,191,78,0,60,,,
FLORI,1943,268,22,155,0,0,16,339,617,275,144,0,108,,,
FORES,1943,191,14,95,0,3,9,275,548,234,116,0,84,,,
GRARI,1943,117,6,85,0,0,9,306,434,85,19,0,90,,,
HUERF,1943,85,10,116,0,0,10,208,292,170,82,0,48,,,
HUGHE,1943,82,6,103,0,0,20,226,375,139,34,0,72,,,
LIMST,1943,80,6,102,0,0,8,278,336,188,82,0,68,,,
MUHLE,1943,80,7,91,0,0,15,220,406,198,90,0,61,,,
NE,1943,68,0,89,0,0,8,135,304,157,86,0,84,,,
NW,1943,65,3,45,0,0,14,252,247,162,30,0,65,,,
PARKE,1943,222,20,220,0,1,10,369,478,189,140,0,90,,,
ROAD,1943,128,10,65,0,0,4,291,534,190,70,0,54,,,
ROBIN,1943,182,5,133,0,0,20,325,315,158,135,0,102,,,
RODEN,1943,105,9,84,0,0,10,242,358,171,72,0,60,,,
RUELA,1943,179,7,130,0,0,25,227,425,145,110,0,85,,,
SW,1943,121,8,68,0,0,10,304,487,133,33,0,59,,,
WATRE,1943,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,,
WHITE,1943,164,12,110,0,0,9,323,522,184,57,0,72,,,
130,1944,74,159,160,20,0,14,255,270,158,138,200,136,,,
131,1944,86,167,142,9,0,15,58,358,134,124,225,134,,,
149,1944,82,164,114,38,0,10,230,338,108,80,158,92,,,
152,1944,60,154,178,152,0,10,250,294,166,168,262,152,,,
155,1944,72,128,94,0,0,0,90,222,130,100,190,132,,,
161,1944,72,122,94,4,0,0,94,318,104,84,174,132,,,
163,1944,82,142,102,6,0,0,142,366,98,86,274,130,,,
164,1944,82,126,92,0,0,0,176,358,126,62,238,122,,,
166,1944,48,138,132,30,0,20,252,378,214,122,242,140,,,
169,1944,76,142,132,32,0,28,320,442,248,112,212,120,,,
18,1944,58,143,129,36,0,22,171,310,203,161,228,137,,,
184,1944,94,182,140,7,0,16,150,362,104,118,264,150,,,
185,1944,96,176,138,12,0,16,84,292,138,140,222,132,,,
187,1944,70,140,122,10,0,6,64,278,92,110,180,148,,,
188,1944,64,120,116,6,10,0,90,242,96,78,228,160,,,
191,1944,88,142,119,20,0,14,174,394,148,44,224,100,,,
192,1944,94,150,132,30,0,10,186,396,144,52,282,110,,,
45,1944,66,154,158,13,0,21,214,321,146,130,245,142,,,
BOX,1944,67,156,172,22,0,11,280,271,126,150,261,156,,,
CHOLL,1944,96,132,98,8,0,0,258,462,90,42,192,122,,,
DESGR,1944,83,170,174,38,27,16,228,335,158,151,287,156,,,
DESRI,1944,95,138,101,17,0,0,178,424,108,57,223,122,,,
DESST,1944,68,141,79,0,0,0,87,289,155,99,180,130,,,
ERIOP,1944,55,148,123,31,0,14,181,227,120,90,253,133,,,
FLORI,1944,121,225,180,47,12,35,294,329,172,149,305,250,,,
FORES,1944,86,188,182,36,10,27,278,310,154,134,290,187,,,
GRARI,1944,64,133,111,14,25,0,121,262,118,124,225,149,,,
HUERF,1944,70,150,121,26,0,15,178,261,169,68,261,122,,,
HUGHE,1944,62,140,94,0,0,0,112,334,184,119,192,137,,,
LIMST,1944,86,132,116,20,0,4,330,400,136,50,230,112,,,
MUHLE,1944,86,147,109,12,0,4,95,245,131,104,191,125,,,
NE,1944,95,133,107,7,0,3,178,472,99,39,205,112,,,
NW,1944,75,138,84,0,0,0,54,334,144,106,200,114,,,
PARKE,1944,66,154,179,39,5,20,232,356,150,204,277,165,,,
ROAD,1944,91,185,164,26,0,20,103,418,117,134,200,141,,,
ROBIN,1944,67,161,165,42,0,35,280,357,194,208,224,150,,,
RODEN,1944,77,159,148,8,0,14,144,168,153,101,197,132,,,
RUELA,1944,61,133,146,39,0,47,275,364,188,144,228,133,,,
SW,1944,81,156,159,26,0,15,137,289,99,103,197,138,,,
WHITE,1944,108,191,141,32,0,13,149,336,106,126,256,152,,,
130,1945,58,15,55,0,0,0,350,434,82,168,-9999,47,,,
131,1945,45,16,46,31,0,0,400,518,64,116,-9999,18,,,
149,1945,44,32,66,12,0,0,250,396,60,224,-9999,100,,,
152,1945,80,20,64,24,0,0,390,570,48,150,-9999,50,,,
155,1945,42,22,64,0,0,0,274,470,36,102,-9999,66,,,
161,1945,40,24,66,10,0,0,206,450,58,112,-9999,86,,,
163,1945,44,40,60,8,0,0,174,560,52,130,-9999,76,,,
164,1945,42,36,52,4,0,0,228,606,12,130,-9999,70,,,
166,1945,52,16,56,24,0,0,218,512,94,250,-9999,90,,,
169,1945,64,20,58,44,0,0,190,496,116,182,-9999,104,,,
18,1945,91,37,55,30,0,0,379,448,55,149,-9999,105,,,
184,1945,54,36,64,14,0,0,483,490,26,124,-9999,34,,,
185,1945,52,24,54,14,0,0,336,506,44,132,-9999,30,,,
187,1945,42,14,42,18,0,0,298,388,96,114,-9999,10,,,
188,1945,48,18,70,16,0,0,392,350,54,104,-9999,40,,,
191,1945,58,42,58,40,0,0,186,392,36,246,-9999,68,,,
192,1945,54,30,72,42,0,0,284,394,46,270,-9999,94,,,
45,1945,55,16,48,22,0,0,260,411,59,173,-9999,55,,,
BOX,1945,65,20,58,24,0,0,353,457,60,169,-9999,65,,,
CHOLL,1945,48,32,52,26,0,0,290,604,30,288,-9999,84,,,
DESGR,1945,56,34,71,36,0,0,389,602,46,156,-9999,51,,,
DESRI,1945,53,27,67,25,0,0,215,537,29,275,-9999,92,,,
DESST,1945,48,43,54,0,0,0,151,381,36,93,-9999,68,,,
ERIOP,1945,46,21,47,34,0,0,217,404,74,179,-9999,85,,,
FLORI,1945,148,33,139,60,0,0,444,578,36,150,-9999,73,,,
FORES,1945,88,21,97,46,0,0,339,578,36,150,-9999,56,,,
GRARI,1945,50,12,72,17,0,0,373,417,71,113,-9999,47,,,
HUERF,1945,60,27,65,37,0,0,185,426,28,199,-9999,110,,,
HUGHE,1945,49,15,64,6,0,0,337,395,48,138,-9999,60,,,
LIMST,1945,50,22,80,40,0,0,214,422,26,312,-9999,90,,,
MUHLE,1945,43,17,56,10,0,0,187,523,18,92,-9999,80,,,
NE,1945,52,52,53,29,0,0,121,482,28,278,-9999,64,,,
NW,1945,42,61,55,3,0,0,241,393,28,98,-9999,48,,,
PARKE,1945,117,17,81,33,0,0,374,590,46,123,-9999,87,,,
ROAD,1945,55,19,51,21,0,0,391,532,64,148,-9999,27,,,
ROBIN,1945,125,30,79,30,0,0,428,511,33,128,-9999,110,,,
RODEN,1945,57,15,46,10,0,0,365,476,27,99,-9999,30,,,
RUELA,1945,95,42,55,32,0,0,165,487,162,150,-9999,133,,,
SW,1945,45,15,51,7,0,0,331,380,107,77,-9999,30,,,
WHITE,1945,68,24,87,24,0,0,524,651,21,134,-9999,38,,,
130,1946,271,4,31,11,0,0,274,488,318,46,149,42,,,
131,1946,192,3,21,7,0,0,320,441,347,60,131,66,,,
149,1946,262,2,34,0,0,0,216,672,280,42,116,48,,,
152,1946,296,8,36,18,0,0,322,662,322,60,156,40,,,
155,1946,210,4,32,0,0,0,320,418,328,30,96,44,,,
161,1946,212,2,20,0,0,0,244,540,352,32,96,40,,,
163,1946,208,12,32,0,0,0,234,508,396,40,94,36,,,
164,1946,230,0,32,0,0,0,320,542,370,32,96,68,,,
166,1946,284,6,32,8,0,0,284,702,256,46,146,32,,,
169,1946,296,12,38,6,0,0,306,750,300,38,156,40,,,
18,1946,295,5,30,11,0,0,323,726,381,48,130,37,,,
184,1946,294,10,36,32,0,0,362,432,282,64,144,44,,,
185,1946,274,8,30,26,0,0,328,534,480,60,130,76,,,
187,1946,206,6,14,6,0,0,340,400,572,32,124,60,,,
188,1946,198,6,14,0,0,0,374,374,440,38,82,58,,,
191,1946,260,4,40,6,0,0,376,451,352,26,112,44,,,
192,1946,200,8,50,8,0,0,308,464,294,30,114,36,,,
205,1946,-9999,-9999,-9999,-9999,-9999,-9999,244,644,227,75,143,39,,,
45,1946,248,5,34,20,0,0,324,453,322,46,130,40,,,
BOX,1946,325,7,34,23,0,0,270,503,376,46,152,38,,,
CHOLL,1946,240,3,33,0,0,0,308,494,310,32,102,40,,,
DESGR,1946,348,17,48,37,0,0,403,531,321,89,150,52,,,
DESRI,1946,192,3,34,0,0,0,346,360,276,45,98,41,,,
DESST,1946,189,2,40,3,0,0,194,459,343,26,85,35,,,
ERIOP,1946,260,3,36,6,0,0,186,668,314,49,139,38,,,
FLORI,1946,450,18,64,63,0,0,535,512,368,64,175,86,,,
FORES,1946,376,11,51,39,0,0,468,431,333,51,139,71,,,
GRARI,1946,194,12,23,11,0,0,202,427,367,43,91,48,,,
HUERF,1946,185,4,36,6,0,0,190,525,277,42,135,40,,,
HUGHE,1946,190,0,28,0,0,0,207,437,308,29,88,42,,,
LIMST,1946,246,4,30,8,0,0,356,477,246,24,102,40,,,
MCGIB,1946,-9999,-9999,-9999,-9999,0,0,307,503,279,71,162,55,,,
MUHLE,1946,187,1,14,0,0,0,142,484,254,41,111,51,,,
NE,1946,192,2,42,0,0,0,283,363,388,33,116,40,,,
NW,1946,190,0,35,3,0,0,228,394,345,21,85,40,,,
PARKE,1946,382,11,41,27,0,0,334,586,289,60,159,50,,,
ROAD,1946,186,12,22,14,0,0,460,348,286,55,154,51,,,
ROBIN,1946,395,9,50,15,0,0,337,690,405,48,150,43,,,
RODEN,1946,240,4,12,10,0,0,405,329,216,57,127,57,,,
RUELA,1946,304,11,40,6,0,0,337,773,335,47,132,37,,,
SW,1946,242,3,18,5,0,0,403,473,449,44,114,60,,,
WHITE,1946,388,8,40,42,0,0,324,401,273,73,140,62,,,
130,1947,17,6,30,0,21,10,195,198,83,67,71,109,,,
131,1947,35,7,20,0,49,10,196,174,94,30,84,93,,,
149,1947,50,6,24,0,8,20,114,154,132,34,82,115,,,
152,1947,28,6,30,0,14,22,190,326,146,32,102,121,,,
155,1947,28,2,20,0,34,70,88,118,92,42,50,90,,,
161,1947,38,4,24,0,0,67,116,68,58,32,60,80,,,
163,1947,40,4,34,0,0,92,66,164,68,36,74,100,,,
164,1947,40,3,24,0,0,52,82,124,112,22,76,90,,,
166,1947,26,8,28,0,0,32,130,174,133,22,104,130,,,
169,1947,26,6,34,14,0,0,116,162,126,16,124,84,,,
18,1947,30,7,26,18,20,0,128,170,138,24,83,115,,,
184,1947,46,12,24,0,90,0,162,274,96,20,104,90,,,
185,1947,40,6,26,0,76,0,178,266,120,22,89,82,,,
187,1947,42,6,20,0,84,28,70,260,212,42,70,92,,,
188,1947,52,2,24,0,66,18,44,402,134,21,76,76,,,
191,1947,48,4,58,0,0,70,100,172,174,20,106,110,,,
192,1947,48,6,42,0,0,22,42,146,244,24,108,130,,,
205,1947,27,0,29,8,14,29,162,184,132,39,74,114,,,
45,1947,17,6,35,0,14,20,297,156,114,28,75,111,,,
BOX,1947,23,7,37,0,15,26,198,293,164,25,95,110,,,
CHOLL,1947,46,2,36,0,0,70,90,142,100,28,74,120,,,
DESGR,1947,36,11,33,11,49,9,202,330,177,56,89,69,,,
DESRI,1947,41,5,29,0,0,43,73,156,147,34,67,120,,,
DESST,1947,32,5,20,0,129,69,32,118,48,40,82,93,,,
ERIOP,1947,35,7,27,0,0,32,143,206,119,32,86,130,,,
FLORI,1947,39,30,24,26,15,0,319,330,208,59,156,141,,,
FORES,1947,28,21,31,17,19,0,175,281,111,47,136,132,,,
GRARI,1947,16,2,22,0,53,50,37,270,101,48,71,80,,,
HUERF,1947,59,8,30,0,0,0,68,129,178,18,102,125,,,
HUGHE,1947,34,2,27,0,51,76,114,103,74,48,74,88,,,
LIMST,1947,38,4,24,0,0,0,52,160,228,18,106,120,,,
MCGIB,1947,38,5,29,28,45,33,209,228,163,27,86,163,,,
MUHLE,1947,35,4,21,0,0,55,163,133,101,22,76,127,,,
NE,1947,36,5,42,0,0,61,69,175,78,15,90,115,,,
NW,1947,31,3,28,0,99,75,21,145,86,44,91,80,,,
PARKE,1947,33,12,27,5,4,0,242,230,186,32,105,188,,,
ROAD,1947,35,6,21,0,30,15,222,212,56,42,84,102,,,
ROBIN,1947,28,10,30,9,11,5,117,202,268,17,84,255,,,
RODEN,1947,15,6,23,0,8,45,219,159,66,32,77,98,,,
RUELA,1947,25,16,32,18,9,0,128,211,130,20,117,101,,,
SW,1947,21,5,14,0,103,45,111,161,132,50,73,111,,,
WHITE,1947,42,16,28,11,61,0,153,219,133,33,93,90,,,
130,1948,0,240,32,0,0,10,375,106,159,56,0,115,,,
131,1948,0,222,28,0,0,10,372,159,44,38,0,106,,,
149,1948,0,190,32,0,0,12,418,34,170,58,0,108,,,
152,1948,0,230,32,0,0,10,338,86,186,110,0,80,,,
155,1948,0,188,32,0,0,12,408,130,74,64,0,80,,,
161,1948,0,178,22,0,0,12,368,118,56,42,0,72,,,
163,1948,0,208,28,0,0,12,322,74,116,70,0,72,,,
164,1948,0,220,24,0,0,12,236,46,98,72,0,62,,,
166,1948,0,232,36,0,0,10,372,74,226,80,0,116,,,
169,1948,0,214,38,0,0,10,386,120,160,112,0,130,,,
18,1948,0,218,31,0,0,9,240,160,85,111,0,132,,,
184,1948,0,232,32,0,0,10,428,226,60,40,0,126,,,
185,1948,0,224,30,0,0,10,308,196,58,46,0,108,,,
187,1948,0,168,30,0,0,10,338,308,84,50,0,100,,,
188,1948,0,186,26,0,0,12,382,304,80,42,0,80,,,
191,1948,0,208,34,0,0,10,402,174,84,74,0,84,,,
192,1948,0,208,36,0,0,10,482,170,148,74,0,116,,,
205,1948,0,234,36,0,0,-9999,364,98,156,56,0,58,,,
45,1948,0,241,29,0,0,11,356,86,140,39,0,113,,,
BOX,1948,0,248,29,0,0,10,347,51,218,81,0,135,,,
CHOLL,1948,0,210,32,0,0,12,282,136,64,74,0,70,,,
DESGR,1948,0,258,37,0,0,16,291,248,196,97,4,70,,,
DESRI,1948,0,209,33,0,0,11,289,18,88,65,0,76,,,
DESST,1948,0,190,20,0,0,12,306,156,65,68,0,74,,,
ERIOP,1948,0,237,34,0,0,10,394,49,171,62,0,118,,,
FLORI,1948,0,324,54,0,0,12,455,196,174,146,0,185,,,
FORES,1948,0,261,42,0,0,13,280,185,189,108,0,150,,,
GRARI,1948,0,184,26,0,0,12,395,229,74,86,0,76,,,
HUERF,1948,0,217,28,0,0,11,445,121,165,78,0,122,,,
HUGHE,1948,0,208,29,0,0,13,384,136,45,64,0,78,,,
LIMST,1948,0,204,34,0,0,12,508,60,152,66,0,96,,,
MCGIB,1948,0,211,40,0,0,12,298,170,155,100,0,146,,,
MUHLE,1948,0,225,28,0,0,12,405,145,132,44,0,91,,,
NE,1948,0,227,33,0,0,12,287,126,69,83,0,78,,,
NW,1948,0,194,22,0,0,13,265,143,56,68,0,78,,,
PARKE,1948,0,220,33,0,0,15,350,136,210,110,0,148,,,
ROAD,1948,0,215,31,0,0,9,353,148,84,40,0,116,,,
ROBIN,1948,0,240,32,0,0,10,359,134,105,95,0,174,,,
RODEN,1948,0,237,29,0,0,9,333,104,96,43,0,122,,,
RUELA,1948,0,211,30,0,0,9,403,166,55,108,0,138,,,
SW,1948,0,192,34,0,0,12,378,185,47,52,0,102,,,
WHITE,1948,0,230,36,0,0,10,501,275,62,49,0,122,,,
130,1949,226,74,30,20,0,60,309,347,242,214,2,160,,,
131,1949,196,69,27,13,0,-9999,209,70,146,36,0,160,,,
149,1949,189,42,20,0,0,-9999,404,200,148,40,68,132,,,
152,1949,252,61,36,32,0,24,414,346,164,82,4,-9999,,,
155,1949,156,38,20,0,0,68,228,134,116,60,0,-9999,,,
161,1949,158,36,16,0,0,16,238,204,72,16,20,-9999,,,
163,1949,164,38,20,0,0,12,322,212,142,46,22,-9999,,,
164,1949,154,26,26,0,0,0,424,204,172,48,8,128,,,
166,1949,188,80,24,28,0,4,372,299,222,46,64,-9999,,,
169,1949,272,74,26,22,0,-9999,576,380,111,-9999,38,-9999,,,
18,1949,245,84,45,31,0,-9999,567,218,193,93,11,160,,,
184,1949,218,78,18,22,0,18,276,84,98,52,0,-9999,,,
185,1949,192,78,32,20,0,24,190,72,136,46,0,140,,,
187,1949,190,62,28,8,0,36,166,76,90,42,0,-9999,,,
188,1949,180,42,22,6,0,4,120,82,62,78,0,-9999,,,
191,1949,186,42,50,22,0,8,386,262,100,36,72,-9999,,,
